author_id fixed_file
A10PEXB6XAQ5XF A10PEXB6XAQ5XF/A10PEXB6XAQ5XF_KindleStore.txt
A10Y058K7B96C6 A10Y058K7B96C6/A10Y058K7B96C6_HomeandKitchen.txt
A10Y058K7B96C6 A10Y058K7B96C6/A10Y058K7B96C6_Electronics.txt
A10Y058K7B96C6 A10Y058K7B96C6/A10Y058K7B96C6_Beauty.txt
A10ZBR6O8S8OCY A10ZBR6O8S8OCY/A10ZBR6O8S8OCY_Beauty.txt
A10ZBR6O8S8OCY A10ZBR6O8S8OCY/A10ZBR6O8S8OCY_OfficeProducts.txt
A10ZBR6O8S8OCY A10ZBR6O8S8OCY/A10ZBR6O8S8OCY_CellPhonesandAccessories.txt
A116J8AUC3JSN2 A116J8AUC3JSN2/A116J8AUC3JSN2_Electronics.txt
A116J8AUC3JSN2 A116J8AUC3JSN2/A116J8AUC3JSN2_HealthandPersonalCare.txt
A116J8AUC3JSN2 A116J8AUC3JSN2/A116J8AUC3JSN2_CellPhonesandAccessories.txt
A11B61QBGHLQDN A11B61QBGHLQDN/A11B61QBGHLQDN_GroceryandGourmetFood.txt
A11B61QBGHLQDN A11B61QBGHLQDN/A11B61QBGHLQDN_HomeandKitchen.txt
A11B61QBGHLQDN A11B61QBGHLQDN/A11B61QBGHLQDN_CDandVinyl.txt
A11ED8O95W2103 A11ED8O95W2103/A11ED8O95W2103_HomeandKitchen.txt
A11ED8O95W2103 A11ED8O95W2103/A11ED8O95W2103_DigitalMusic.txt
A11ED8O95W2103 A11ED8O95W2103/A11ED8O95W2103_MoviesandTV.txt
A11EXFO14WEJM1 A11EXFO14WEJM1/A11EXFO14WEJM1_GroceryandGourmetFood.txt
A11EXFO14WEJM1 A11EXFO14WEJM1/A11EXFO14WEJM1_CellPhonesandAccessories.txt
A11EXFO14WEJM1 A11EXFO14WEJM1/A11EXFO14WEJM1_Electronics.txt
A11FX8HL2ANK6T A11FX8HL2ANK6T/A11FX8HL2ANK6T_HomeandKitchen.txt
A11FX8HL2ANK6T A11FX8HL2ANK6T/A11FX8HL2ANK6T_ClothingShoesandJewelry.txt
A11FX8HL2ANK6T A11FX8HL2ANK6T/A11FX8HL2ANK6T_OfficeProducts.txt
A11I1I9QLMAM1A A11I1I9QLMAM1A/A11I1I9QLMAM1A_OfficeProducts.txt
A11I1I9QLMAM1A A11I1I9QLMAM1A/A11I1I9QLMAM1A_Automotive.txt
A11I1I9QLMAM1A A11I1I9QLMAM1A/A11I1I9QLMAM1A_KindleStore.txt
A11KZ906QD08C5 A11KZ906QD08C5/A11KZ906QD08C5_AppsforAndroid.txt
A11KZ906QD08C5 A11KZ906QD08C5/A11KZ906QD08C5_Electronics.txt
A11KZ906QD08C5 A11KZ906QD08C5/A11KZ906QD08C5_OfficeProducts.txt
A11L5M4MJP00UW A11L5M4MJP00UW/A11L5M4MJP00UW_Electronics.txt
A11L5M4MJP00UW A11L5M4MJP00UW/A11L5M4MJP00UW_MoviesandTV.txt
A11L5M4MJP00UW A11L5M4MJP00UW/A11L5M4MJP00UW_DigitalMusic.txt
A11LNPG39A2ZV4 A11LNPG39A2ZV4/A11LNPG39A2ZV4_CellPhonesandAccessories.txt
A11LNPG39A2ZV4 A11LNPG39A2ZV4/A11LNPG39A2ZV4_GroceryandGourmetFood.txt
A11LNPG39A2ZV4 A11LNPG39A2ZV4/A11LNPG39A2ZV4_HealthandPersonalCare.txt
A11OTLEDSW8ZXD A11OTLEDSW8ZXD/A11OTLEDSW8ZXD_Electronics.txt
A11OTLEDSW8ZXD A11OTLEDSW8ZXD/A11OTLEDSW8ZXD_CellPhonesandAccessories.txt
A11OTLEDSW8ZXD A11OTLEDSW8ZXD/A11OTLEDSW8ZXD_MoviesandTV.txt
A11SPSEM08VIXX A11SPSEM08VIXX/A11SPSEM08VIXX_Beauty.txt
A11SPSEM08VIXX A11SPSEM08VIXX/A11SPSEM08VIXX_MoviesandTV.txt
A11SPSEM08VIXX A11SPSEM08VIXX/A11SPSEM08VIXX_GroceryandGourmetFood.txt
A11SWG9T60IQH8 A11SWG9T60IQH8/A11SWG9T60IQH8_Beauty.txt
A11SWG9T60IQH8 A11SWG9T60IQH8/A11SWG9T60IQH8_OfficeProducts.txt
A11SWG9T60IQH8 A11SWG9T60IQH8/A11SWG9T60IQH8_GroceryandGourmetFood.txt
A11T807LX2EF00 A11T807LX2EF00/A11T807LX2EF00_GroceryandGourmetFood.txt
A11T807LX2EF00 A11T807LX2EF00/A11T807LX2EF00_CellPhonesandAccessories.txt
A11T807LX2EF00 A11T807LX2EF00/A11T807LX2EF00_HealthandPersonalCare.txt
A11WYHDB1YEZOX A11WYHDB1YEZOX/A11WYHDB1YEZOX_Electronics.txt
A11WYHDB1YEZOX A11WYHDB1YEZOX/A11WYHDB1YEZOX_ClothingShoesandJewelry.txt
A11WYHDB1YEZOX A11WYHDB1YEZOX/A11WYHDB1YEZOX_HealthandPersonalCare.txt
A11XAIFA10G7TS A11XAIFA10G7TS/A11XAIFA10G7TS_KindleStore.txt
A11XAIFA10G7TS A11XAIFA10G7TS/A11XAIFA10G7TS_GroceryandGourmetFood.txt
A11XAIFA10G7TS A11XAIFA10G7TS/A11XAIFA10G7TS_ClothingShoesandJewelry.txt
A11YOTONCPRQ9S A11YOTONCPRQ9S/A11YOTONCPRQ9S_ClothingShoesandJewelry.txt
A11YOTONCPRQ9S A11YOTONCPRQ9S/A11YOTONCPRQ9S_HealthandPersonalCare.txt
A11YOTONCPRQ9S A11YOTONCPRQ9S/A11YOTONCPRQ9S_Electronics.txt
A1248JRIINWRTH A1248JRIINWRTH/A1248JRIINWRTH_HomeandKitchen.txt
A1248JRIINWRTH A1248JRIINWRTH/A1248JRIINWRTH_GroceryandGourmetFood.txt
A1248JRIINWRTH A1248JRIINWRTH/A1248JRIINWRTH_Electronics.txt
A12ANFNOSMW5VD A12ANFNOSMW5VD/A12ANFNOSMW5VD_ClothingShoesandJewelry.txt
A12ANFNOSMW5VD A12ANFNOSMW5VD/A12ANFNOSMW5VD_HealthandPersonalCare.txt
A12ANFNOSMW5VD A12ANFNOSMW5VD/A12ANFNOSMW5VD_Electronics.txt
A12B7ZMXFI6IXY A12B7ZMXFI6IXY/A12B7ZMXFI6IXY_Baby.txt
A12B7ZMXFI6IXY A12B7ZMXFI6IXY/A12B7ZMXFI6IXY_ClothingShoesandJewelry.txt
A12B7ZMXFI6IXY A12B7ZMXFI6IXY/A12B7ZMXFI6IXY_HealthandPersonalCare.txt
A12DQZKRKTNF5E A12DQZKRKTNF5E/A12DQZKRKTNF5E_MusicalInstruments.txt
A12DQZKRKTNF5E A12DQZKRKTNF5E/A12DQZKRKTNF5E_MoviesandTV.txt
A12DQZKRKTNF5E A12DQZKRKTNF5E/A12DQZKRKTNF5E_Beauty.txt
A12E0Y0J6584RT A12E0Y0J6584RT/A12E0Y0J6584RT_Baby.txt
A12E0Y0J6584RT A12E0Y0J6584RT/A12E0Y0J6584RT_MoviesandTV.txt
A12E0Y0J6584RT A12E0Y0J6584RT/A12E0Y0J6584RT_HomeandKitchen.txt
A12ENBT314RFXR A12ENBT314RFXR/A12ENBT314RFXR_HealthandPersonalCare.txt
A12ENBT314RFXR A12ENBT314RFXR/A12ENBT314RFXR_Beauty.txt
A12ENBT314RFXR A12ENBT314RFXR/A12ENBT314RFXR_OfficeProducts.txt
A12GK5JUYAV0HM A12GK5JUYAV0HM/A12GK5JUYAV0HM_Electronics.txt
A12GK5JUYAV0HM A12GK5JUYAV0HM/A12GK5JUYAV0HM_MoviesandTV.txt
A12GK5JUYAV0HM A12GK5JUYAV0HM/A12GK5JUYAV0HM_HomeandKitchen.txt
A12IRGQLFE4EBA A12IRGQLFE4EBA/A12IRGQLFE4EBA_Beauty.txt
A12IRGQLFE4EBA A12IRGQLFE4EBA/A12IRGQLFE4EBA_HomeandKitchen.txt
A12IRGQLFE4EBA A12IRGQLFE4EBA/A12IRGQLFE4EBA_MoviesandTV.txt
A12XDEMP7PQPDT A12XDEMP7PQPDT/A12XDEMP7PQPDT_HealthandPersonalCare.txt
A12XDEMP7PQPDT A12XDEMP7PQPDT/A12XDEMP7PQPDT_CDandVinyl.txt
A12XDEMP7PQPDT A12XDEMP7PQPDT/A12XDEMP7PQPDT_Electronics.txt
A132ETQPMHQ585 A132ETQPMHQ585/A132ETQPMHQ585_MoviesandTV.txt
A132ETQPMHQ585 A132ETQPMHQ585/A132ETQPMHQ585_GroceryandGourmetFood.txt
A132ETQPMHQ585 A132ETQPMHQ585/A132ETQPMHQ585_HomeandKitchen.txt
A13700AF4X40YG A13700AF4X40YG/A13700AF4X40YG_MoviesandTV.txt
A13700AF4X40YG A13700AF4X40YG/A13700AF4X40YG_CDandVinyl.txt
A13700AF4X40YG A13700AF4X40YG/A13700AF4X40YG_HomeandKitchen.txt
A13E0ARAXI6KJW A13E0ARAXI6KJW/A13E0ARAXI6KJW_HealthandPersonalCare.txt
A13E0ARAXI6KJW A13E0ARAXI6KJW/A13E0ARAXI6KJW_DigitalMusic.txt
A13E0ARAXI6KJW A13E0ARAXI6KJW/A13E0ARAXI6KJW_InstantVideo.txt
A13H5US9Z7L9M7 A13H5US9Z7L9M7/A13H5US9Z7L9M7_Beauty.txt
A13H5US9Z7L9M7 A13H5US9Z7L9M7/A13H5US9Z7L9M7_HealthandPersonalCare.txt
A13H5US9Z7L9M7 A13H5US9Z7L9M7/A13H5US9Z7L9M7_GroceryandGourmetFood.txt
A13MKSASQ6YWL7 A13MKSASQ6YWL7/A13MKSASQ6YWL7_CellPhonesandAccessories.txt
A13MKSASQ6YWL7 A13MKSASQ6YWL7/A13MKSASQ6YWL7_Beauty.txt
A13MKSASQ6YWL7 A13MKSASQ6YWL7/A13MKSASQ6YWL7_HomeandKitchen.txt
A13NJZ1M018A7C A13NJZ1M018A7C/A13NJZ1M018A7C_Beauty.txt
A13NJZ1M018A7C A13NJZ1M018A7C/A13NJZ1M018A7C_Electronics.txt
A13NJZ1M018A7C A13NJZ1M018A7C/A13NJZ1M018A7C_KindleStore.txt
A13NM1PES9OXVN A13NM1PES9OXVN/A13NM1PES9OXVN_HomeandKitchen.txt
A13NM1PES9OXVN A13NM1PES9OXVN/A13NM1PES9OXVN_Electronics.txt
A13NM1PES9OXVN A13NM1PES9OXVN/A13NM1PES9OXVN_GroceryandGourmetFood.txt
A13U975DFXBU44 A13U975DFXBU44/A13U975DFXBU44_GroceryandGourmetFood.txt
A13U975DFXBU44 A13U975DFXBU44/A13U975DFXBU44_Beauty.txt
A13U975DFXBU44 A13U975DFXBU44/A13U975DFXBU44_HomeandKitchen.txt
A13WEKTB63G78Y A13WEKTB63G78Y/A13WEKTB63G78Y_GroceryandGourmetFood.txt
A13WEKTB63G78Y A13WEKTB63G78Y/A13WEKTB63G78Y_Beauty.txt
A13WEKTB63G78Y A13WEKTB63G78Y/A13WEKTB63G78Y_HealthandPersonalCare.txt
A13WOT3RSXKRD5 A13WOT3RSXKRD5/A13WOT3RSXKRD5_CDandVinyl.txt
A13WOT3RSXKRD5 A13WOT3RSXKRD5/A13WOT3RSXKRD5_OfficeProducts.txt
A13WOT3RSXKRD5 A13WOT3RSXKRD5/A13WOT3RSXKRD5_MoviesandTV.txt
A140ICK18NAAYR A140ICK18NAAYR/A140ICK18NAAYR_Beauty.txt
A140ICK18NAAYR A140ICK18NAAYR/A140ICK18NAAYR_HomeandKitchen.txt
A140ICK18NAAYR A140ICK18NAAYR/A140ICK18NAAYR_Electronics.txt
